quad,quadcnv,DnstySt,Pcode,year,UNIQUE,ww_yield,dsnumeric,farm
112,255,v,03_grid_2,2014,03_grid_2_2014,2.826,4,03
143,256,h,03_grid_2,2014,03_grid_2_2014,8.59625,3,03
174,257,h,03_grid_2,2014,03_grid_2_2014,7.934333333,3,03
205,258,l,03_grid_2,2014,03_grid_2_2014,11.949,1,03
236,259,l,03_grid_2,2014,03_grid_2_2014,12.69,1,03
267,260,m,03_grid_2,2014,03_grid_2_2014,12.30166667,2,03
298,261,l,03_grid_2,2014,03_grid_2_2014,11.10789474,1,03
329,262,l,03_grid_2,2014,03_grid_2_2014,10.76078947,1,03
360,263,l,03_grid_2,2014,03_grid_2_2014,8.306956522,1,03
391,264,l,03_grid_2,2014,03_grid_2_2014,10.356,1,03
422,265,l,03_grid_2,2014,03_grid_2_2014,11.91166667,1,03
453,266,l,03_grid_2,2014,03_grid_2_2014,11.99117647,1,03
18,273,h,03_grid_2,2014,03_grid_2_2014,7.594444444,3,03
49,274,v,03_grid_2,2014,03_grid_2_2014,8.476842105,4,03
80,275,v,03_grid_2,2014,03_grid_2_2014,2.7044,4,03
111,276,v,03_grid_2,2014,03_grid_2_2014,1.355535714,4,03
142,277,v,03_grid_2,2014,03_grid_2_2014,1.734833333,4,03
173,278,h,03_grid_2,2014,03_grid_2_2014,4.348823529,3,03
204,279,m,03_grid_2,2014,03_grid_2_2014,10.94541667,2,03
235,280,l,03_grid_2,2014,03_grid_2_2014,12.66947368,1,03
266,281,l,03_grid_2,2014,03_grid_2_2014,12.45,1,03
297,282,l,03_grid_2,2014,03_grid_2_2014,11.01055556,1,03
328,283,0,03_grid_2,2014,03_grid_2_2014,10.04733333,0,03
359,284,l,03_grid_2,2014,03_grid_2_2014,11.12666667,1,03
390,285,l,03_grid_2,2014,03_grid_2_2014,10.37238095,1,03
421,286,l,03_grid_2,2014,03_grid_2_2014,11.86166667,1,03
452,287,l,03_grid_2,2014,03_grid_2_2014,12.04705882,1,03
17,294,h,03_grid_2,2014,03_grid_2_2014,6.85,3,03
48,295,h,03_grid_2,2014,03_grid_2_2014,8.590625,3,03
79,296,v,03_grid_2,2014,03_grid_2_2014,5.107380952,4,03
110,297,v,03_grid_2,2014,03_grid_2_2014,2.084,4,03
141,298,v,03_grid_2,2014,03_grid_2_2014,1.171590909,4,03
172,299,v,03_grid_2,2014,03_grid_2_2014,1.331136364,4,03
203,300,m,03_grid_2,2014,03_grid_2_2014,6.221041667,2,03
234,301,l,03_grid_2,2014,03_grid_2_2014,12.5665,1,03
265,302,l,03_grid_2,2014,03_grid_2_2014,12.83052632,1,03
296,303,l,03_grid_2,2014,03_grid_2_2014,11.95857143,1,03
327,304,l,03_grid_2,2014,03_grid_2_2014,10.16409091,1,03
358,305,l,03_grid_2,2014,03_grid_2_2014,8.10075,1,03
389,306,l,03_grid_2,2014,03_grid_2_2014,11.13,1,03
420,307,l,03_grid_2,2014,03_grid_2_2014,12.0759375,1,03
451,308,m,03_grid_2,2014,03_grid_2_2014,12.06588235,2,03
16,315,h,03_grid_2,2014,03_grid_2_2014,NA,3,03
47,316,h,03_grid_2,2014,03_grid_2_2014,5.598809524,3,03
78,317,v,03_grid_2,2014,03_grid_2_2014,6.03625,4,03
109,318,v,03_grid_2,2014,03_grid_2_2014,4.677045455,4,03
140,319,v,03_grid_2,2014,03_grid_2_2014,1.214827586,4,03
171,320,v,03_grid_2,2014,03_grid_2_2014,1.306086957,4,03
202,321,h,03_grid_2,2014,03_grid_2_2014,3.9455,3,03
233,322,l,03_grid_2,2014,03_grid_2_2014,12.46611111,1,03
264,323,l,03_grid_2,2014,03_grid_2_2014,12.81666667,1,03
295,324,l,03_grid_2,2014,03_grid_2_2014,11.72029412,1,03
326,325,l,03_grid_2,2014,03_grid_2_2014,12.43631579,1,03
357,326,l,03_grid_2,2014,03_grid_2_2014,11.76344828,1,03
388,327,l,03_grid_2,2014,03_grid_2_2014,12.98421053,1,03
419,328,l,03_grid_2,2014,03_grid_2_2014,11.55692308,1,03
450,329,l,03_grid_2,2014,03_grid_2_2014,11.84684211,1,03
46,337,v,03_grid_2,2014,03_grid_2_2014,NA,4,03
77,338,v,03_grid_2,2014,03_grid_2_2014,6.49,4,03
108,339,v,03_grid_2,2014,03_grid_2_2014,6.104,4,03
139,340,v,03_grid_2,2014,03_grid_2_2014,2.903076923,4,03
170,341,v,03_grid_2,2014,03_grid_2_2014,0.858461538,4,03
201,342,v,03_grid_2,2014,03_grid_2_2014,4.53675,4,03
232,343,m,03_grid_2,2014,03_grid_2_2014,11.7095,2,03
263,344,l,03_grid_2,2014,03_grid_2_2014,12.7955,1,03
294,345,l,03_grid_2,2014,03_grid_2_2014,11.684,1,03
325,346,l,03_grid_2,2014,03_grid_2_2014,12.0085,1,03
356,347,l,03_grid_2,2014,03_grid_2_2014,12.1348,1,03
387,348,l,03_grid_2,2014,03_grid_2_2014,12.78166667,1,03
418,349,l,03_grid_2,2014,03_grid_2_2014,12.26944444,1,03
449,350,l,03_grid_2,2014,03_grid_2_2014,11.83529412,1,03
76,359,v,03_grid_2,2014,03_grid_2_2014,5.0925,4,03
107,360,v,03_grid_2,2014,03_grid_2_2014,5.04,4,03
138,361,v,03_grid_2,2014,03_grid_2_2014,4.237083333,4,03
169,362,v,03_grid_2,2014,03_grid_2_2014,0.926363636,4,03
200,363,h,03_grid_2,2014,03_grid_2_2014,4.066086957,3,03
231,364,l,03_grid_2,2014,03_grid_2_2014,10.929,1,03
262,365,m,03_grid_2,2014,03_grid_2_2014,12.25666667,2,03
293,366,l,03_grid_2,2014,03_grid_2_2014,11.5045,1,03
324,367,m,03_grid_2,2014,03_grid_2_2014,11.94294118,2,03
355,368,l,03_grid_2,2014,03_grid_2_2014,12.17090909,1,03
386,369,m,03_grid_2,2014,03_grid_2_2014,12.77619048,2,03
417,370,l,03_grid_2,2014,03_grid_2_2014,11.86,1,03
448,371,l,03_grid_2,2014,03_grid_2_2014,11.42176471,1,03
106,381,v,03_grid_2,2014,03_grid_2_2014,2.941666667,4,03
137,382,v,03_grid_2,2014,03_grid_2_2014,5.197222222,4,03
168,383,v,03_grid_2,2014,03_grid_2_2014,2.694583333,4,03
199,384,v,03_grid_2,2014,03_grid_2_2014,2.565952381,4,03
230,385,h,03_grid_2,2014,03_grid_2_2014,8.497894737,3,03
261,386,m,03_grid_2,2014,03_grid_2_2014,11.93222222,2,03
292,387,l,03_grid_2,2014,03_grid_2_2014,11.60611111,1,03
323,388,l,03_grid_2,2014,03_grid_2_2014,12.65875,1,03
354,389,l,03_grid_2,2014,03_grid_2_2014,12.27333333,1,03
385,390,l,03_grid_2,2014,03_grid_2_2014,12.36461538,1,03
416,391,l,03_grid_2,2014,03_grid_2_2014,11.611875,1,03
447,392,l,03_grid_2,2014,03_grid_2_2014,11.35470588,1,03
136,403,v,03_grid_2,2014,03_grid_2_2014,5.434,4,03
167,404,v,03_grid_2,2014,03_grid_2_2014,3.900416667,4,03
198,405,v,03_grid_2,2014,03_grid_2_2014,2.534285714,4,03
229,406,h,03_grid_2,2014,03_grid_2_2014,6.701578947,3,03
260,407,h,03_grid_2,2014,03_grid_2_2014,10.9505,3,03
291,408,l,03_grid_2,2014,03_grid_2_2014,11.666,1,03
322,409,l,03_grid_2,2014,03_grid_2_2014,12.57777778,1,03
353,410,l,03_grid_2,2014,03_grid_2_2014,12.87352941,1,03
384,411,l,03_grid_2,2014,03_grid_2_2014,12.45807692,1,03
415,412,m,03_grid_2,2014,03_grid_2_2014,11.44894737,2,03
446,413,l,03_grid_2,2014,03_grid_2_2014,11.45555556,1,03
31,0,0,03_grid_3,2015,03_grid_3_2015,6.577375,0,03
62,1,0,03_grid_3,2015,03_grid_3_2015,8.641666667,0,03
93,2,0,03_grid_3,2015,03_grid_3_2015,10.154625,0,03
124,3,l,03_grid_3,2015,03_grid_3_2015,8.914142857,1,03
155,4,l,03_grid_3,2015,03_grid_3_2015,9.365888889,1,03
186,5,0,03_grid_3,2015,03_grid_3_2015,7.993666667,0,03
217,6,0,03_grid_3,2015,03_grid_3_2015,11.447,0,03
248,7,0,03_grid_3,2015,03_grid_3_2015,7.99175,0,03
279,8,0,03_grid_3,2015,03_grid_3_2015,7.74475,0,03
310,9,0,03_grid_3,2015,03_grid_3_2015,10.845,0,03
30,21,0,03_grid_3,2015,03_grid_3_2015,8.749222222,0,03
61,22,l,03_grid_3,2015,03_grid_3_2015,11.97085714,1,03
92,23,l,03_grid_3,2015,03_grid_3_2015,12.051,1,03
123,24,l,03_grid_3,2015,03_grid_3_2015,11.80983333,1,03
154,25,0,03_grid_3,2015,03_grid_3_2015,11.2685,0,03
185,26,0,03_grid_3,2015,03_grid_3_2015,11.298125,0,03
216,27,0,03_grid_3,2015,03_grid_3_2015,8.547285714,0,03
247,28,0,03_grid_3,2015,03_grid_3_2015,10.59933333,0,03
278,29,0,03_grid_3,2015,03_grid_3_2015,9.262571429,0,03
309,30,0,03_grid_3,2015,03_grid_3_2015,7.056,0,03
29,42,l,03_grid_3,2015,03_grid_3_2015,11.7115,1,03
60,43,l,03_grid_3,2015,03_grid_3_2015,12.22985714,1,03
91,44,l,03_grid_3,2015,03_grid_3_2015,12.29825,1,03
122,45,l,03_grid_3,2015,03_grid_3_2015,12.2026,1,03
153,46,l,03_grid_3,2015,03_grid_3_2015,12.11385714,1,03
184,47,0,03_grid_3,2015,03_grid_3_2015,12.26683333,0,03
215,48,0,03_grid_3,2015,03_grid_3_2015,12.52228571,0,03
246,49,0,03_grid_3,2015,03_grid_3_2015,12.55314286,0,03
277,50,0,03_grid_3,2015,03_grid_3_2015,12.675625,0,03
308,51,0,03_grid_3,2015,03_grid_3_2015,10.639625,0,03
28,63,l,03_grid_3,2015,03_grid_3_2015,11.7786,1,03
59,64,l,03_grid_3,2015,03_grid_3_2015,12.146,1,03
90,65,l,03_grid_3,2015,03_grid_3_2015,12.5055,1,03
121,66,0,03_grid_3,2015,03_grid_3_2015,11.96814286,0,03
152,67,0,03_grid_3,2015,03_grid_3_2015,11.93085714,0,03
183,68,0,03_grid_3,2015,03_grid_3_2015,12.12185714,0,03
214,69,0,03_grid_3,2015,03_grid_3_2015,12.41842857,0,03
245,70,0,03_grid_3,2015,03_grid_3_2015,12.4415,0,03
276,71,0,03_grid_3,2015,03_grid_3_2015,13.74833333,0,03
307,72,l,03_grid_3,2015,03_grid_3_2015,10.009125,1,03
27,84,l,03_grid_3,2015,03_grid_3_2015,11.65057143,1,03
58,85,l,03_grid_3,2015,03_grid_3_2015,11.85957143,1,03
89,86,l,03_grid_3,2015,03_grid_3_2015,12.04033333,1,03
120,87,l,03_grid_3,2015,03_grid_3_2015,11.67516667,1,03
151,88,0,03_grid_3,2015,03_grid_3_2015,11.83171429,0,03
182,89,0,03_grid_3,2015,03_grid_3_2015,12.0885,0,03
213,90,0,03_grid_3,2015,03_grid_3_2015,11.96842857,0,03
244,91,0,03_grid_3,2015,03_grid_3_2015,12.31225,0,03
275,92,0,03_grid_3,2015,03_grid_3_2015,14.19025,0,03
306,93,0,03_grid_3,2015,03_grid_3_2015,11.7705,0,03
26,105,l,03_grid_3,2015,03_grid_3_2015,9.3192,1,03
57,106,m,03_grid_3,2015,03_grid_3_2015,11.98242857,2,03
88,107,l,03_grid_3,2015,03_grid_3_2015,12.75875,1,03
119,108,l,03_grid_3,2015,03_grid_3_2015,11.92833333,1,03
150,109,l,03_grid_3,2015,03_grid_3_2015,12.19557143,1,03
181,110,0,03_grid_3,2015,03_grid_3_2015,12.03783333,0,03
212,111,0,03_grid_3,2015,03_grid_3_2015,11.62428571,0,03
243,112,0,03_grid_3,2015,03_grid_3_2015,12.1945,0,03
274,113,0,03_grid_3,2015,03_grid_3_2015,12.28585714,0,03
305,114,0,03_grid_3,2015,03_grid_3_2015,11.557,0,03
25,126,l,03_grid_3,2015,03_grid_3_2015,11.53714286,1,03
56,127,l,03_grid_3,2015,03_grid_3_2015,11.76685714,1,03
87,128,l,03_grid_3,2015,03_grid_3_2015,13.08585714,1,03
118,129,l,03_grid_3,2015,03_grid_3_2015,12.07,1,03
149,130,0,03_grid_3,2015,03_grid_3_2015,12.13114286,0,03
180,131,0,03_grid_3,2015,03_grid_3_2015,12.48683333,0,03
211,132,0,03_grid_3,2015,03_grid_3_2015,12.22828571,0,03
242,133,0,03_grid_3,2015,03_grid_3_2015,11.86185714,0,03
273,134,0,03_grid_3,2015,03_grid_3_2015,11.4201,0,03
304,135,0,03_grid_3,2015,03_grid_3_2015,11.361,0,03
24,147,l,03_grid_3,2015,03_grid_3_2015,11.43316667,1,03
55,148,m,03_grid_3,2015,03_grid_3_2015,11.76285714,2,03
86,149,l,03_grid_3,2015,03_grid_3_2015,12.601625,1,03
117,150,0,03_grid_3,2015,03_grid_3_2015,12.330125,0,03
148,151,0,03_grid_3,2015,03_grid_3_2015,12.05585714,0,03
179,152,0,03_grid_3,2015,03_grid_3_2015,12.859875,0,03
210,153,0,03_grid_3,2015,03_grid_3_2015,12.76133333,0,03
241,154,0,03_grid_3,2015,03_grid_3_2015,12.72275,0,03
272,155,0,03_grid_3,2015,03_grid_3_2015,10.378,0,03
303,156,0,03_grid_3,2015,03_grid_3_2015,12.11466667,0,03
23,168,l,03_grid_3,2015,03_grid_3_2015,11.64533333,1,03
54,169,l,03_grid_3,2015,03_grid_3_2015,12.06266667,1,03
85,170,l,03_grid_3,2015,03_grid_3_2015,12.4655,1,03
116,171,l,03_grid_3,2015,03_grid_3_2015,12.15428571,1,03
147,172,0,03_grid_3,2015,03_grid_3_2015,11.91566667,0,03
178,173,0,03_grid_3,2015,03_grid_3_2015,12.71957143,0,03
209,174,0,03_grid_3,2015,03_grid_3_2015,12.76175,0,03
240,175,0,03_grid_3,2015,03_grid_3_2015,13.19983333,0,03
271,176,0,03_grid_3,2015,03_grid_3_2015,11.42766667,0,03
302,177,l,03_grid_3,2015,03_grid_3_2015,12.052,1,03
22,189,l,03_grid_3,2015,03_grid_3_2015,12.0035,1,03
53,190,l,03_grid_3,2015,03_grid_3_2015,12.1475,1,03
84,191,l,03_grid_3,2015,03_grid_3_2015,12.57157143,1,03
115,192,l,03_grid_3,2015,03_grid_3_2015,12.00033333,1,03
146,193,0,03_grid_3,2015,03_grid_3_2015,12.2075,0,03
177,194,0,03_grid_3,2015,03_grid_3_2015,13.04583333,0,03
208,195,l,03_grid_3,2015,03_grid_3_2015,13.11083333,1,03
239,196,0,03_grid_3,2015,03_grid_3_2015,12.601375,0,03
270,197,l,03_grid_3,2015,03_grid_3_2015,10.6606,1,03
21,210,l,03_grid_3,2015,03_grid_3_2015,12.06814286,1,03
52,211,l,03_grid_3,2015,03_grid_3_2015,12.356875,1,03
83,212,l,03_grid_3,2015,03_grid_3_2015,12.61685714,1,03
114,213,l,03_grid_3,2015,03_grid_3_2015,11.98257143,1,03
145,214,l,03_grid_3,2015,03_grid_3_2015,12.164,1,03
176,215,0,03_grid_3,2015,03_grid_3_2015,13.019,0,03
207,216,0,03_grid_3,2015,03_grid_3_2015,13.646,0,03
238,217,0,03_grid_3,2015,03_grid_3_2015,10.114,0,03
269,218,l,03_grid_3,2015,03_grid_3_2015,10.88133333,1,03
20,231,0,03_grid_3,2015,03_grid_3_2015,12.03383333,0,03
51,232,0,03_grid_3,2015,03_grid_3_2015,12.28483333,0,03
82,233,0,03_grid_3,2015,03_grid_3_2015,12.64257143,0,03
113,234,0,03_grid_3,2015,03_grid_3_2015,12.064125,0,03
144,235,0,03_grid_3,2015,03_grid_3_2015,12.014125,0,03
175,236,0,03_grid_3,2015,03_grid_3_2015,12.48214286,0,03
206,237,0,03_grid_3,2015,03_grid_3_2015,13.08071429,0,03
237,238,0,03_grid_3,2015,03_grid_3_2015,11.9855,0,03
268,239,l,03_grid_3,2015,03_grid_3_2015,10.53066667,1,03
19,252,0,03_grid_3,2015,03_grid_3_2015,12.66057143,0,03
50,253,0,03_grid_3,2015,03_grid_3_2015,12.16033333,0,03
81,254,0,03_grid_3,2015,03_grid_3_2015,12.4675,0,03
112,255,0,03_grid_3,2015,03_grid_3_2015,11.9845,0,03
143,256,0,03_grid_3,2015,03_grid_3_2015,12.367,0,03
174,257,0,03_grid_3,2015,03_grid_3_2015,12.399,0,03
205,258,0,03_grid_3,2015,03_grid_3_2015,13.13457143,0,03
236,259,0,03_grid_3,2015,03_grid_3_2015,12.46757143,0,03
267,260,0,03_grid_3,2015,03_grid_3_2015,11.378,0,03
18,273,0,03_grid_3,2015,03_grid_3_2015,11.84433333,0,03
49,274,0,03_grid_3,2015,03_grid_3_2015,12.00283333,0,03
80,275,0,03_grid_3,2015,03_grid_3_2015,12.49514286,0,03
111,276,0,03_grid_3,2015,03_grid_3_2015,11.928,0,03
142,277,0,03_grid_3,2015,03_grid_3_2015,12.2244,0,03
173,278,0,03_grid_3,2015,03_grid_3_2015,12.3476,0,03
204,279,0,03_grid_3,2015,03_grid_3_2015,12.4565,0,03
235,280,0,03_grid_3,2015,03_grid_3_2015,13.11942857,0,03
266,281,l,03_grid_3,2015,03_grid_3_2015,11.031375,1,03
17,294,0,03_grid_3,2015,03_grid_3_2015,11.88166667,0,03
48,295,0,03_grid_3,2015,03_grid_3_2015,12.31083333,0,03
79,296,0,03_grid_3,2015,03_grid_3_2015,12.318,0,03
110,297,0,03_grid_3,2015,03_grid_3_2015,11.89483333,0,03
141,298,0,03_grid_3,2015,03_grid_3_2015,12.34266667,0,03
172,299,0,03_grid_3,2015,03_grid_3_2015,12.34785714,0,03
203,300,0,03_grid_3,2015,03_grid_3_2015,12.48157143,0,03
234,301,0,03_grid_3,2015,03_grid_3_2015,13.2636,0,03
265,302,l,03_grid_3,2015,03_grid_3_2015,12.851,1,03
16,315,0,03_grid_3,2015,03_grid_3_2015,12.037,0,03
47,316,0,03_grid_3,2015,03_grid_3_2015,12.231125,0,03
78,317,0,03_grid_3,2015,03_grid_3_2015,12.42875,0,03
109,318,0,03_grid_3,2015,03_grid_3_2015,12.1582,0,03
140,319,0,03_grid_3,2015,03_grid_3_2015,12.5374,0,03
171,320,0,03_grid_3,2015,03_grid_3_2015,12.663125,0,03
202,321,0,03_grid_3,2015,03_grid_3_2015,13.036875,0,03
233,322,0,03_grid_3,2015,03_grid_3_2015,13.18285714,0,03
264,323,0,03_grid_3,2015,03_grid_3_2015,12.01,0,03
295,324,l,03_grid_3,2015,03_grid_3_2015,9.6535,1,03
15,336,0,03_grid_3,2015,03_grid_3_2015,12.1845,0,03
46,337,0,03_grid_3,2015,03_grid_3_2015,12.373,0,03
77,338,0,03_grid_3,2015,03_grid_3_2015,12.65516667,0,03
108,339,0,03_grid_3,2015,03_grid_3_2015,12.2636,0,03
139,340,0,03_grid_3,2015,03_grid_3_2015,12.6954,0,03
170,341,0,03_grid_3,2015,03_grid_3_2015,12.84666667,0,03
201,342,0,03_grid_3,2015,03_grid_3_2015,12.49971429,0,03
232,343,0,03_grid_3,2015,03_grid_3_2015,12.91157143,0,03
263,344,0,03_grid_3,2015,03_grid_3_2015,13.04785714,0,03
294,345,l,03_grid_3,2015,03_grid_3_2015,7.374928571,1,03
14,357,0,03_grid_3,2015,03_grid_3_2015,12.15583333,0,03
45,358,0,03_grid_3,2015,03_grid_3_2015,12.46625,0,03
76,359,0,03_grid_3,2015,03_grid_3_2015,12.25528571,0,03
107,360,l,03_grid_3,2015,03_grid_3_2015,11.7398,1,03
138,361,0,03_grid_3,2015,03_grid_3_2015,12.633,0,03
169,362,0,03_grid_3,2015,03_grid_3_2015,12.5545,0,03
200,363,0,03_grid_3,2015,03_grid_3_2015,12.28471429,0,03
231,364,0,03_grid_3,2015,03_grid_3_2015,12.85642857,0,03
262,365,0,03_grid_3,2015,03_grid_3_2015,12.92333333,0,03
293,366,l,03_grid_3,2015,03_grid_3_2015,11.6496,1,03
13,378,0,03_grid_3,2015,03_grid_3_2015,12.27971429,0,03
44,379,0,03_grid_3,2015,03_grid_3_2015,12.11825,0,03
75,380,0,03_grid_3,2015,03_grid_3_2015,12.11733333,0,03
106,381,0,03_grid_3,2015,03_grid_3_2015,12.06083333,0,03
137,382,l,03_grid_3,2015,03_grid_3_2015,12.474,1,03
168,383,0,03_grid_3,2015,03_grid_3_2015,12.47933333,0,03
199,384,0,03_grid_3,2015,03_grid_3_2015,11.95916667,0,03
230,385,0,03_grid_3,2015,03_grid_3_2015,12.81316667,0,03
261,386,0,03_grid_3,2015,03_grid_3_2015,12.402625,0,03
292,387,l,03_grid_3,2015,03_grid_3_2015,13.05366667,1,03
12,399,0,03_grid_3,2015,03_grid_3_2015,11.6145,0,03
43,400,0,03_grid_3,2015,03_grid_3_2015,12.18766667,0,03
74,401,0,03_grid_3,2015,03_grid_3_2015,11.97466667,0,03
105,402,l,03_grid_3,2015,03_grid_3_2015,11.91685714,1,03
136,403,l,03_grid_3,2015,03_grid_3_2015,12.81866667,1,03
167,404,0,03_grid_3,2015,03_grid_3_2015,12.223625,0,03
198,405,0,03_grid_3,2015,03_grid_3_2015,11.913,0,03
229,406,0,03_grid_3,2015,03_grid_3_2015,12.88485714,0,03
260,407,0,03_grid_3,2015,03_grid_3_2015,12.28366667,0,03
291,408,l,03_grid_3,2015,03_grid_3_2015,11.53972727,1,03
11,420,0,03_grid_3,2015,03_grid_3_2015,11.379,0,03
42,421,0,03_grid_3,2015,03_grid_3_2015,12.39483333,0,03
73,422,0,03_grid_3,2015,03_grid_3_2015,12.40742857,0,03
104,423,0,03_grid_3,2015,03_grid_3_2015,12.0265,0,03
135,424,0,03_grid_3,2015,03_grid_3_2015,12.53328571,0,03
166,425,0,03_grid_3,2015,03_grid_3_2015,12.275,0,03
197,426,0,03_grid_3,2015,03_grid_3_2015,12.03628571,0,03
228,427,0,03_grid_3,2015,03_grid_3_2015,12.67083333,0,03
259,428,l,03_grid_3,2015,03_grid_3_2015,12.421,1,03
290,429,l,03_grid_3,2015,03_grid_3_2015,11.22925,1,03
10,441,l,03_grid_3,2015,03_grid_3_2015,11.486,1,03
41,442,0,03_grid_3,2015,03_grid_3_2015,12.42142857,0,03
72,443,0,03_grid_3,2015,03_grid_3_2015,12.0845,0,03
103,444,l,03_grid_3,2015,03_grid_3_2015,12.2,1,03
134,445,0,03_grid_3,2015,03_grid_3_2015,12.34228571,0,03
165,446,0,03_grid_3,2015,03_grid_3_2015,12.23171429,0,03
196,447,0,03_grid_3,2015,03_grid_3_2015,12.33066667,0,03
227,448,0,03_grid_3,2015,03_grid_3_2015,12.902,0,03
258,449,l,03_grid_3,2015,03_grid_3_2015,12.82614286,1,03
289,450,l,03_grid_3,2015,03_grid_3_2015,13.2715,1,03
9,462,0,03_grid_3,2015,03_grid_3_2015,11.56316667,0,03
40,463,0,03_grid_3,2015,03_grid_3_2015,12.3585,0,03
71,464,0,03_grid_3,2015,03_grid_3_2015,11.79833333,0,03
102,465,0,03_grid_3,2015,03_grid_3_2015,11.80571429,0,03
133,466,0,03_grid_3,2015,03_grid_3_2015,12.62433333,0,03
164,467,0,03_grid_3,2015,03_grid_3_2015,12.66328571,0,03
195,468,0,03_grid_3,2015,03_grid_3_2015,12.75614286,0,03
226,469,0,03_grid_3,2015,03_grid_3_2015,13.25728571,0,03
257,470,l,03_grid_3,2015,03_grid_3_2015,12.79816667,1,03
288,471,m,03_grid_3,2015,03_grid_3_2015,13.02190909,2,03
8,483,0,03_grid_3,2015,03_grid_3_2015,11.685,0,03
39,484,0,03_grid_3,2015,03_grid_3_2015,12.32033333,0,03
70,485,0,03_grid_3,2015,03_grid_3_2015,12.13014286,0,03
101,486,l,03_grid_3,2015,03_grid_3_2015,12.54783333,1,03
132,487,0,03_grid_3,2015,03_grid_3_2015,13.05816667,0,03
163,488,0,03_grid_3,2015,03_grid_3_2015,12.66566667,0,03
194,489,0,03_grid_3,2015,03_grid_3_2015,12.926,0,03
225,490,0,03_grid_3,2015,03_grid_3_2015,13.47285714,0,03
256,491,l,03_grid_3,2015,03_grid_3_2015,12.953,1,03
287,492,m,03_grid_3,2015,03_grid_3_2015,12.83541667,2,03
7,504,0,03_grid_3,2015,03_grid_3_2015,11.82783333,0,03
38,505,0,03_grid_3,2015,03_grid_3_2015,12.31757143,0,03
69,506,0,03_grid_3,2015,03_grid_3_2015,12.55885714,0,03
100,507,l,03_grid_3,2015,03_grid_3_2015,12.5345,1,03
131,508,l,03_grid_3,2015,03_grid_3_2015,13.41357143,1,03
162,509,0,03_grid_3,2015,03_grid_3_2015,13.0605,0,03
193,510,0,03_grid_3,2015,03_grid_3_2015,13.209625,0,03
224,511,0,03_grid_3,2015,03_grid_3_2015,13.17285714,0,03
255,512,l,03_grid_3,2015,03_grid_3_2015,13.0055,1,03
286,513,m,03_grid_3,2015,03_grid_3_2015,12.84714286,2,03
6,525,0,03_grid_3,2015,03_grid_3_2015,11.874,0,03
37,526,0,03_grid_3,2015,03_grid_3_2015,12.59642857,0,03
68,527,0,03_grid_3,2015,03_grid_3_2015,12.36866667,0,03
99,528,0,03_grid_3,2015,03_grid_3_2015,12.867,0,03
130,529,0,03_grid_3,2015,03_grid_3_2015,13.38471429,0,03
161,530,0,03_grid_3,2015,03_grid_3_2015,12.694,0,03
192,531,0,03_grid_3,2015,03_grid_3_2015,13.33014286,0,03
223,532,0,03_grid_3,2015,03_grid_3_2015,13.439,0,03
254,533,l,03_grid_3,2015,03_grid_3_2015,12.5435,1,03
285,534,m,03_grid_3,2015,03_grid_3_2015,12.90166667,2,03
5,546,l,03_grid_3,2015,03_grid_3_2015,11.95857143,1,03
36,547,0,03_grid_3,2015,03_grid_3_2015,12.485,0,03
67,548,l,03_grid_3,2015,03_grid_3_2015,12.56971429,1,03
98,549,0,03_grid_3,2015,03_grid_3_2015,13.04542857,0,03
129,550,0,03_grid_3,2015,03_grid_3_2015,13.17628571,0,03
160,551,0,03_grid_3,2015,03_grid_3_2015,12.914,0,03
191,552,0,03_grid_3,2015,03_grid_3_2015,13.33533333,0,03
222,553,0,03_grid_3,2015,03_grid_3_2015,13.855125,0,03
253,554,0,03_grid_3,2015,03_grid_3_2015,13.40714286,0,03
284,555,l,03_grid_3,2015,03_grid_3_2015,13.005,1,03
4,567,0,03_grid_3,2015,03_grid_3_2015,11.80033333,0,03
35,568,0,03_grid_3,2015,03_grid_3_2015,12.62457143,0,03
66,569,0,03_grid_3,2015,03_grid_3_2015,12.5466,0,03
97,570,l,03_grid_3,2015,03_grid_3_2015,12.4222,1,03
128,571,l,03_grid_3,2015,03_grid_3_2015,13.40516667,1,03
159,572,0,03_grid_3,2015,03_grid_3_2015,13.24671429,0,03
190,573,0,03_grid_3,2015,03_grid_3_2015,13.37522222,0,03
221,574,0,03_grid_3,2015,03_grid_3_2015,13.035,0,03
252,575,l,03_grid_3,2015,03_grid_3_2015,14.163625,1,03
283,576,m,03_grid_3,2015,03_grid_3_2015,8.615555556,2,03
3,588,0,03_grid_3,2015,03_grid_3_2015,9.414333333,0,03
34,589,0,03_grid_3,2015,03_grid_3_2015,11.104,0,03
65,590,0,03_grid_3,2015,03_grid_3_2015,10.0162,0,03
96,591,0,03_grid_3,2015,03_grid_3_2015,9.411333333,0,03
127,592,0,03_grid_3,2015,03_grid_3_2015,9.28,0,03
158,593,0,03_grid_3,2015,03_grid_3_2015,10.32125,0,03
189,594,l,03_grid_3,2015,03_grid_3_2015,13.78516667,1,03
220,595,l,03_grid_3,2015,03_grid_3_2015,13.80566667,1,03
251,596,l,03_grid_3,2015,03_grid_3_2015,10.39875,1,03
282,597,l,03_grid_3,2015,03_grid_3_2015,11.948,1,03
157,614,0,03_grid_3,2015,03_grid_3_2015,10.3945,0,03
188,615,0,03_grid_3,2015,03_grid_3_2015,9.491222222,0,03
